"","Name","Type","Cat.","PP","Att.","Acc.","Effect","move_type"
"752","Metronome","","","10","--","101","The user waggles a finger and stimulates its brain into randomly using nearly any move.","other"
"753","Milk Drink","","","10","--","101","The user restores its own HP by up to half of its max HP.","other"
"754","Mimic","","","10","--","101","The user copies the target's last move. The move can be used during battle until the Pokémon is switched out.","other"
"755","Mind Reader","","","5","--","101","The user senses the target's movements with its mind to ensure its next attack does not miss the target.","other"
"756","Minimize","","","10","--","101","The user compresses its body to make itself look smaller, which sharply raises its evasiveness.","other"
"757","Miracle Eye","","","40","--","101","This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.","other"
"758","Mirror Move","","","20","--","101","This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.","other"
"759","Mist","","","30","--","101","The user cloaks itself and its allies in a white mist that prevents any of their stats from being lowered for five turns.","other"
"760","Misty Terrain","","","10","--","101","This protects Pokémon on the ground from status conditions and halves damage from Dragon-type moves for five turns.","other"
"761","Moonlight","","","5","--","101","The user restores its own HP. The amount of HP regained varies with the weather.","other"
"762","Morning Sun","","","5","--","101","The user restores its own HP. The amount of HP regained varies with the weather.","other"
"763","Mud Sport","","","15","--","101","This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.","other"
"764","Nasty Plot","","","20","--","101","The user stimulates its brain by thinking bad thoughts. This sharply raises the user's Sp. Atk stat.","other"
"765","Nature Power","","","20","--","101","This attack makes use of nature's power. Its effects vary depending on the user's environment.","other"
"766","Nightmare","","","15","--","100","This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.","other"
"767","No Retreat","","","5","--","101","This move raises all the user's stats but prevents the user from switching out or fleeing.","other"
"768","Noble Roar","","","30","--","100","Letting out a noble roar, the user intimidates the target and lowers its Attack and Sp. Atk stats.","other"
"769","Obstruct","","","10","--","100","This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession. Direct contact harshly lowers the attacker's Defense stat.","other"
"770","Octolock","","","15","--","100","The user locks the target in and prevents it from fleeing. This move also lowers the target's Defense and Sp. Def every turn.","other"
"771","Odor Sleuth","","","40","--","101","This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.","other"
"772","Pain Split","","","20","--","101","The user adds its HP to the target's HP, then equally shares the combined HP with the target.","other"
"773","Parting Shot","","","20","--","100","With a parting threat, the user lowers the target's Attack and Sp. Atk stats. Then it switches with a party Pokémon.","other"
"774","Perish Song","","","5","--","101","Any Pokémon that hears this song faints in three turns, unless it switches out of battle.","other"
"775","Play Nice","","","20","--","101","The user and the target become friends, and the target loses its will to fight. This lowers the target's Attack stat.","other"
"776","Poison Gas","","","40","--","90","A cloud of poison gas is sprayed in the face of opposing Pokémon, poisoning those it hits.","other"
"777","Poison Powder","","","35","--","75","The user scatters a cloud of poisonous dust that poisons the target.","other"
"778","Powder","","","20","--","100","The user covers the target in a combustible powder. If the target uses a Fire-type move, the powder explodes and damages the target.","other"
"779","Power Shift","","","10","--","101","The user swaps its offensive and defensive stats.","other"
"780","Power Split","","","10","--","101","The user employs its psychic power to average its Attack and Sp. Atk stats with those of the target.","other"
"781","Power Swap","","","10","--","101","The user employs its psychic power to switch changes to its Attack and Sp. Atk stats with the target.","other"
"782","Power Trick","","","10","--","101","The user employs its psychic power to switch its Attack stat with its Defense stat.","other"
"783","Protect","","","10","--","101","This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.","other"
"784","Psych Up","","","10","--","101","The user hypnotizes itself into copying any stat change made by the target.","other"
"785","Psychic Terrain","","","10","--","101","This protects Pokémon on the ground from priority moves and powers up Psychic-type moves for five turns.","other"
"786","Psycho Shift","","","10","--","100","Using its psychic power of suggestion, the user transfers its status conditions to the target.","other"
"787","Purify","","","20","--","101","The user heals the target's status condition. If the move succeeds, it also restores the user's own HP.","other"
"788","Quash","","","15","--","100","The user suppresses the target and makes its move go last.","other"
"789","Quick Guard","","","15","--","101","The user protects itself and its allies from priority moves.","other"
"790","Quiver Dance","","","20","--","101","The user lightly performs a beautiful, mystic dance. This boosts the user's Sp. Atk, Sp. Def, and Speed stats.","other"
"791","Rage Powder","","","20","--","101","The user scatters a cloud of irritating powder to draw attention to itself. Opposing Pokémon aim only at the user.","other"
"792","Rain Dance","","","5","--","101","The user summons a heavy rain that falls for five turns, powering up Water-type moves. It lowers the power of Fire-type moves.","other"
"793","Recover","","","10","--","101","Restoring its own cells, the user restores its own HP by half of its max HP.","other"
"794","Recycle","","","10","--","101","The user recycles a held item that has been used in battle so it can be used again.","other"
"795","Reflect","","","20","--","101","A wondrous wall of light is put up to reduce damage from physical attacks for five turns.","other"
"796","Reflect Type","","","15","--","101","The user reflects the target's type, making the user the same type as the target.","other"
"797","Refresh","","","20","--","101","This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.","other"
"798","Rest","","","10","--","101","The user goes to sleep for two turns. This fully restores the user's HP and heals any status conditions.","other"
"799","Roar","","","20","--","101","The target is scared off, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon.","other"
"800","Rock Polish","","","20","--","101","The user polishes its body to reduce drag. This sharply raises the Speed stat.","other"
"801","Role Play","","","10","--","101","The user mimics the target completely, copying the target's Ability.","other"
"802","Roost","","","10","--","101","The user lands and rests its body. This move restores the user's HP by up to half of its max HP.","other"
"803","Rototiller","","","10","--","101","This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.","other"
"804","Safeguard","","","25","--","101","The user creates a protective field that prevents status conditions for five turns.","other"
"805","Sand Attack","","","15","--","100","Sand is hurled in the target's face, reducing the target's accuracy.","other"
"806","Sandstorm","","","10","--","101","A five-turn sandstorm is summoned to hurt all combatants except Rock, Ground, and Steel types. It raises the Sp. Def stat of Rock types.","other"
"807","Scary Face","","","10","--","100","The user frightens the target with a scary face to harshly lower its Speed stat.","other"
"808","Screech","","","40","--","85","An earsplitting screech harshly lowers the target's Defense stat.","other"
"809","Sharpen","","","30","--","101","This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.","other"
"810","Shell Smash","","","15","--","101","The user breaks its shell, which lowers Defense and Sp. Def stats but sharply raises its Attack, Sp. Atk, and Speed stats.","other"
"811","Shelter","","","10","--","101","The user makes its skin as hard as an iron shield, raising its defensive stats. Incoming moves also become more likely to miss.","other"
"812","Shift Gear","","","10","--","101","The user rotates its gears, raising its Attack stat and sharply raising its Speed stat.","other"
"813","Shore Up","","","10","--","101","The user regains up to half of its max HP. It restores more HP in a sandstorm.","other"
"814","Simple Beam","","","15","--","100","The user's mysterious psychic wave changes the target's Ability to Simple.","other"
"815","Sing","","","15","--","55","A soothing lullaby is sung in a calming voice that puts the target into a deep slumber.","other"
"816","Sketch","","","1","--","101","It enables the user to permanently learn the move last used by the target. Once used, Sketch disappears.","other"
"817","Skill Swap","","","10","--","101","The user employs its psychic power to exchange Abilities with the target.","other"
"818","Slack Off","","","10","--","101","The user slacks off, restoring its own HP by up to half of its max HP.","other"
"819","Sleep Powder","","","15","--","75","The user scatters a big cloud of sleep-inducing dust around the target.","other"
"820","Sleep Talk","","","10","--","101","While it is asleep, the user randomly uses one of the moves it knows.","other"
"821","Smokescreen","","","20","--","100","The user releases an obscuring cloud of smoke or ink. This lowers the target's accuracy.","other"
"822","Snatch","","","10","--","101","This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.","other"
"823","Soak","","","20","--","100","The user shoots a torrent of water at the target and changes the target's type to Water.","other"
"824","Soft-Boiled","","","10","--","101","The user restores its own HP by up to half of its max HP.","other"
"825","Speed Swap","","","10","--","101","The user exchanges Speed stats with the target.","other"
"826","Spider Web","","","10","--","101","This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.","other"
"827","Spikes","","","20","--","101","The user lays a trap of spikes at the opposing team's feet. The trap hurts Pokémon that switch into battle.","other"
"828","Spiky Shield","","","10","--","101","In addition to protecting the user from attacks, this move also damages any attacker that makes direct contact.","other"
"829","Spite","","","10","--","100","The user unleashes its grudge on the move last used by the target by cutting 4 PP from it.","other"
"830","Splash","","","40","--","101","The user just flops and splashes around to no effect at all...","other"
"831","Spore","","","15","--","100","The user scatters bursts of spores that induce sleep.","other"
"832","Spotlight","","","15","--","101","This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.","other"
"833","Stealth Rock","","","20","--","101","The user lays a trap of levitating stones around the opposing team. The trap hurts opposing Pokémon that switch into battle.","other"
"834","Sticky Web","","","20","--","101","The user weaves a sticky net around the opposing team, which lowers their Speed stats upon switching into battle.","other"
"835","Stockpile","","","20","--","101","The user charges up power and raises both its Defense and Sp. Def stats. The move can be used three times.","other"
"836","Strength Sap","","","10","--","100","The user restores its HP by the same amount as the target's Attack stat. It also lowers the target's Attack stat.","other"
"837","String Shot","","","40","--","95","Opposing Pokémon are bound with silk blown from the user's mouth that harshly lowers the Speed stat.","other"
"838","Stuff Cheeks","","","10","--","101","The user eats its held Berry, then sharply raises its Defense stat.","other"
"839","Stun Spore","","","30","--","75","The user scatters a cloud of numbing powder that paralyzes the target.","other"
"840","Substitute","","","10","--","101","The user creates a substitute for itself using some of its HP. The substitute serves as the user's decoy.","other"
"841","Sunny Day","","","5","--","101","The user intensifies the sun for five turns, powering up Fire-type moves. It lowers the power of Water-type moves.","other"
"842","Supersonic","","","20","--","55","The user generates odd sound waves from its body that confuse the target.","other"
"843","Swagger","","","15","--","85","The user enrages and confuses the target. However, this also sharply raises the target's Attack stat.","other"
"844","Swallow","","","10","--","101","The power stored using the move Stockpile is absorbed by the user to heal its HP. Storing more power heals more HP.","other"
"845","Sweet Kiss","","","10","--","75","The user kisses the target with a sweet, angelic cuteness that causes confusion.","other"
"846","Sweet Scent","","","20","--","100","A sweet scent that harshly lowers opposing Pokémon's evasiveness.","other"
"847","Switcheroo","","","10","--","100","The user trades held items with the target faster than the eye can follow.","other"
"848","Swords Dance","","","20","--","101","A frenetic dance to uplift the fighting spirit. This sharply raises the user's Attack stat.","other"
"849","Synthesis","","","5","--","101","The user restores its own HP. The amount of HP regained varies with the weather.","other"
"850","Tail Glow","","","20","--","101","The user stares at flashing lights to focus its mind, drastically raising its Sp. Atk stat.","other"
"851","Tail Whip","","","30","--","100","The user wags its tail cutely, making opposing Pokémon less wary and lowering their Defense stats.","other"
"852","Tailwind","","","15","--","101","The user whips up a turbulent whirlwind that ups the Speed stats of the user and its allies for four turns.","other"
"853","Take Heart","","","10","--","101","The user lifts its spirits, healing its own status conditions and raising its offensive and defensive stats.","other"
"854","Tar Shot","","","15","--","100","The user pours sticky tar over the target, lowering the target's Speed stat. The target becomes weaker to Fire-type moves.","other"
"855","Taunt","","","20","--","100","The target is taunted into a rage that allows it to use only attack moves for three turns.","other"
"856","Tearful Look","","","20","--","101","The user gets teary eyed to make the target lose its combative spirit. This lowers the target's Attack and Sp. Atk stats.","other"
"857","Teatime","","","10","--","101","The user has teatime with all the Pokémon in the battle. Each Pokémon eats its held Berry.","other"
"858","Teeter Dance","","","20","--","100","The user performs a wobbly dance that confuses the Pokémon around it.","other"
"859","Telekinesis","","","15","--","101","This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.","other"
"860","Teleport","","","20","--","101","The user switches places with a party Pokémon in waiting, if any. If a wild Pokémon uses this move, it flees.","other"
"861","Thunder Wave","","","20","--","90","The user launches a weak jolt of electricity that paralyzes the target.","other"
"862","Tickle","","","20","--","100","The user tickles the target into laughing, reducing its Attack and Defense stats.","other"
"863","Topsy-Turvy","","","20","--","101","All stat changes affecting the target turn topsy-turvy and become the opposite of what they were.","other"
"864","Torment","","","15","--","100","The user torments and enrages the target, making it incapable of using the same move twice in a row.","other"
"865","Toxic","","","10","--","90","A move that leaves the target badly poisoned. Its poison damage worsens every turn.","other"
"866","Toxic Spikes","","","20","--","101","The user lays a trap of poison spikes at the feet of the opposing team. The spikes will poison opposing Pokémon that switch into battle.","other"
"867","Toxic Thread","","","20","--","100","The user shoots poisonous threads to poison the target and lower the target's Speed stat.","other"
"868","Transform","","","10","--","101","The user transforms into a copy of the target right down to having the same move set.","other"
"869","Trick","","","10","--","100","The user catches the target off guard and swaps its held item with its own.","other"
"870","Trick Room","","","5","--","101","The user creates a bizarre area in which slower Pokémon get to move first for five turns.","other"
"871","Trick-or-Treat","","","20","--","100","The user takes the target trick-or-treating. This adds Ghost type to the target's type.","other"
"872","Venom Drench","","","20","--","100","Opposing Pokémon are drenched in an odd poisonous liquid. This lowers the Attack, Sp. Atk, and Speed stats of a poisoned target.","other"
"873","Victory Dance","","","10","--","101","The user performs a dance to usher in victory. This raises the userâ<U+0080><U+0099>s offensive and defensive stats and increases the damage dealt by the userâ<U+0080><U+0099>s moves by 50 percent.","other"
"874","Water Sport","","","15","--","101","This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.","other"
"875","Whirlwind","","","20","--","101","The target is blown away, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon.","other"
"876","Wide Guard","","","10","--","101","The user and its allies are protected from wide-ranging attacks for one turn.","other"
"877","Will-O-Wisp","","","15","--","85","The user shoots a sinister flame at the target to inflict a burn.","other"
"878","Wish","","","10","--","101","One turn after this move is used, the user's or its replacement's HP is restored by half the user's max HP.","other"
"879","Withdraw","","","40","--","101","The user withdraws its body into its hard shell, raising its Defense stat.","other"
"880","Wonder Room","","","10","--","101","The user creates a bizarre area in which Pokémon's Defense and Sp. Def stats are swapped for five turns.","other"
"881","Work Up","","","30","--","101","The user is roused, and its Attack and Sp. Atk stats increase.","other"
"882","Worry Seed","","","10","--","100","A seed that causes worry is planted on the target. It prevents sleep by making the target's Ability Insomnia.","other"
"883","Yawn","","","10","--","101","The user lets loose a huge yawn that lulls the target into falling asleep on the next turn.","other"
